respondent_id,brand,rating_type,area
301,Scandic Hotels,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
313,Scandic Hotels,well,Locally produced food & drink
313,Scandic Hotels,well,Reducing energy use in hotels
313,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
313,Scandic Hotels,well,Reducing water use in operations
313,Scandic Hotels,well,Accessibility for people with disabilities
313,Scandic Hotels,well,Reducing the climate impact of the hotel in general
321,Scandic Hotels,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
325,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
325,Scandic Hotels,well,Reducing water use in operations
325,Scandic Hotels,well,Reducing the climate impact of the hotel in general
325,Scandic Hotels,well,Charging stations for electric cars
326,Scandic Hotels,well,Reducing energy use in hotels
326,Scandic Hotels,well,Reducing water use in operations
326,Scandic Hotels,well,Working conditions in the supply chain
326,Scandic Hotels,well,Accessibility for people with disabilities
326,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
328,Scandic Hotels,well,None of the above
349,Scandic Hotels,well,Reducing food waste
349,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
349,Scandic Hotels,well,Diversity and inclusion towards guests and employees
349,Scandic Hotels,well,Practices gender equality towards guests and employees
349,Scandic Hotels,well,Reducing the climate impact of the hotel in general
349,Scandic Hotels,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
351,Scandic Hotels,well,Locally produced food & drink
351,Scandic Hotels,well,Reducing food waste
351,Scandic Hotels,well,Reducing energy use in hotels
351,Scandic Hotels,well,Reducing the climate impact of the hotel in general
358,Scandic Hotels,well,None of the above
361,Scandic Hotels,well,Locally produced food & drink
361,Scandic Hotels,well,Reducing energy use in hotels
361,Scandic Hotels,well,Reducing water use in operations
361,Scandic Hotels,well,Reducing the climate impact of the hotel in general
361,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
361,Scandic Hotels,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
373,Scandic Hotels,well,Accessibility for people with disabilities
373,Scandic Hotels,well,Reducing the climate impact of the hotel in general
373,Scandic Hotels,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
374,Scandic Hotels,well,Wide range of organic food & drink
374,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
385,Scandic Hotels,well,Reducing the climate impact of the hotel in general
389,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
394,Scandic Hotels,well,Wide range of vegetarian food
394,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
394,Scandic Hotels,well,Reducing water use in operations
410,Scandic Hotels,well,Locally produced food & drink
419,Scandic Hotels,well,Locally produced food & drink
419,Scandic Hotels,well,Reducing energy use in hotels
419,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
419,Scandic Hotels,well,Engaging with the local community about sustainability matters
419,Scandic Hotels,well,Reducing the climate impact of the hotel in general
419,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
426,Scandic Hotels,well,Accessibility for people with disabilities
439,Scandic Hotels,well,Reducing the climate impact of the hotel in general
443,Scandic Hotels,well,Reducing energy use in hotels
443,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
443,Scandic Hotels,well,Working conditions and employee health
450,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
460,Scandic Hotels,well,Accessibility for people with disabilities
460,Scandic Hotels,well,Diversity and inclusion towards guests and employees
460,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
463,Scandic Hotels,well,Reducing energy use in hotels
469,Scandic Hotels,well,Diversity and inclusion towards guests and employees
490,Scandic Hotels,well,Reducing energy use in hotels
490,Scandic Hotels,well,Reducing water use in operations
490,Scandic Hotels,well,Reducing the climate impact of the hotel in general
494,Scandic Hotels,well,None of the above
507,Scandic Hotels,well,Reducing energy use in hotels
507,Scandic Hotels,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
513,Scandic Hotels,well,Reducing food waste
513,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
513,Scandic Hotels,well,Working conditions and employee health
513,Scandic Hotels,well,Reducing the climate impact of the hotel in general
526,Scandic Hotels,well,Locally produced food & drink
526,Scandic Hotels,well,Reducing energy use in hotels
541,Scandic Hotels,well,Working conditions in the supply chain
553,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
559,Scandic Hotels,well,None of the above
574,Scandic Hotels,well,Wide range of organic food & drink
574,Scandic Hotels,well,Locally produced food & drink
574,Scandic Hotels,well,Making climate-smart travel easy through offerings and information
579,Scandic Hotels,well,None of the above
590,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
590,Scandic Hotels,well,Accessibility for people with disabilities
590,Scandic Hotels,well,Diversity and inclusion towards guests and employees
590,Scandic Hotels,well,Reducing the climate impact of the hotel in general
596,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
596,Scandic Hotels,well,Reducing the climate impact of the hotel in general
607,Scandic Hotels,well,Wide range of organic food & drink
607,Scandic Hotels,well,Locally produced food & drink
607,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
607,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
607,Scandic Hotels,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
610,Scandic Hotels,well,None of the above
625,Scandic Hotels,well,Reducing food waste
625,Scandic Hotels,well,Reducing the amount of laundry and/or room cleaning
625,Scandic Hotels,well,Accessibility for people with disabilities
625,Scandic Hotels,well,Diversity and inclusion towards guests and employees
625,Scandic Hotels,well,Practices gender equality towards guests and employees
625,Scandic Hotels,well,Reducing the climate impact of the hotel in general
625,Scandic Hotels,well,Avoid single-use plastic and minimizing use of plastic packaging
630,Scandic Hotels,well,Reducing the climate impact of the hotel in general
630,Scandic Hotels,well,Charging stations for electric cars
631,Scandic Hotels,well,None of the above
4,Strawberry,well,None of the above
9,Strawberry,well,Biodiversity impacts with respect to land use and the supply chain
9,Strawberry,well,Reducing the amount of laundry and/or room cleaning
9,Strawberry,well,Reducing the climate impact of the hotel in general
9,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
22,Strawberry,well,Reducing the amount of laundry and/or room cleaning
22,Strawberry,well,Reducing the climate impact of the hotel in general
22,Strawberry,well,Charging stations for electric cars
30,Strawberry,well,Reducing food waste
30,Strawberry,well,Reducing the amount of laundry and/or room cleaning
30,Strawberry,well,Charging stations for electric cars
36,Strawberry,well,Reducing the climate impact of the hotel in general
36,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
38,Strawberry,well,Reducing energy use in hotels
38,Strawberry,well,Reducing the amount of laundry and/or room cleaning
38,Strawberry,well,Working conditions and employee health
38,Strawberry,well,Accessibility for people with disabilities
38,Strawberry,well,Engaging with the local community about sustainability matters
38,Strawberry,well,Reducing the climate impact of the hotel in general
38,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
43,Strawberry,well,Reducing the climate impact of the hotel in general
44,Strawberry,well,Reducing energy use in hotels
44,Strawberry,well,Reducing water use in operations
44,Strawberry,well,Working conditions and employee health
44,Strawberry,well,Accessibility for people with disabilities
44,Strawberry,well,Reducing the climate impact of the hotel in general
48,Strawberry,well,Reducing the amount of laundry and/or room cleaning
48,Strawberry,well,Reducing water use in operations
48,Strawberry,well,Accessibility for people with disabilities
48,Strawberry,well,Making climate-smart travel easy through offerings and information
52,Strawberry,well,Locally produced food & drink
52,Strawberry,well,Reducing water use in operations
52,Strawberry,well,Charging stations for electric cars
55,Strawberry,well,Reducing the amount of laundry and/or room cleaning
55,Strawberry,well,Engaging with the local community about sustainability matters
55,Strawberry,well,Reducing the climate impact of the hotel in general
55,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
57,Strawberry,well,Animal welfare within food & beverage
57,Strawberry,well,Engaging with the local community about sustainability matters
62,Strawberry,well,Biodiversity impacts with respect to land use and the supply chain
62,Strawberry,well,Reducing food waste
62,Strawberry,well,Reducing energy use in hotels
62,Strawberry,well,Reducing the amount of laundry and/or room cleaning
62,Strawberry,well,Working conditions and employee health
62,Strawberry,well,Working conditions in the supply chain
62,Strawberry,well,Accessibility for people with disabilities
62,Strawberry,well,Diversity and inclusion towards guests and employees
62,Strawberry,well,Practices gender equality towards guests and employees
62,Strawberry,well,Reducing the climate impact of the hotel in general
62,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
65,Strawberry,well,Reducing food waste
65,Strawberry,well,Reducing energy use in hotels
65,Strawberry,well,Reducing the amount of laundry and/or room cleaning
65,Strawberry,well,Reducing water use in operations
65,Strawberry,well,Engaging with the local community about sustainability matters
65,Strawberry,well,Reducing the climate impact of the hotel in general
65,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
73,Strawberry,well,Reducing the amount of laundry and/or room cleaning
73,Strawberry,well,Practices gender equality towards guests and employees
73,Strawberry,well,Reducing the climate impact of the hotel in general
89,Strawberry,well,None of the above
91,Strawberry,well,Reducing the amount of laundry and/or room cleaning
91,Strawberry,well,Reducing water use in operations
91,Strawberry,well,Diversity and inclusion towards guests and employees
91,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
102,Strawberry,well,Reducing the climate impact of the hotel in general
105,Strawberry,well,Reducing the amount of laundry and/or room cleaning
105,Strawberry,well,Diversity and inclusion towards guests and employees
114,Strawberry,well,None of the above
134,Strawberry,well,Reducing food waste
134,Strawberry,well,Reducing energy use in hotels
134,Strawberry,well,Reducing the amount of laundry and/or room cleaning
134,Strawberry,well,Reducing water use in operations
134,Strawberry,well,Reducing the climate impact of the hotel in general
134,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
138,Strawberry,well,Reducing the amount of laundry and/or room cleaning
138,Strawberry,well,Diversity and inclusion towards guests and employees
138,Strawberry,well,Practices gender equality towards guests and employees
138,Strawberry,well,Reducing the climate impact of the hotel in general
138,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
145,Strawberry,well,Wide range of organic food & drink
145,Strawberry,well,Reducing the amount of laundry and/or room cleaning
145,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
149,Strawberry,well,Wide range of organic food & drink
149,Strawberry,well,Wide range of vegetarian food
149,Strawberry,well,Reducing food waste
149,Strawberry,well,Reducing energy use in hotels
149,Strawberry,well,Reducing the amount of laundry and/or room cleaning
149,Strawberry,well,Diversity and inclusion towards guests and employees
149,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
155,Strawberry,well,Reducing the amount of laundry and/or room cleaning
155,Strawberry,well,Reducing water use in operations
155,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
158,Strawberry,well,None of the above
178,Strawberry,well,Reducing food waste
178,Strawberry,well,Reducing water use in operations
178,Strawberry,well,Reducing the climate impact of the hotel in general
178,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
192,Strawberry,well,Reducing food waste
192,Strawberry,well,Making climate-smart travel easy through offerings and information
201,Strawberry,well,Wide range of organic food & drink
201,Strawberry,well,Reducing the amount of laundry and/or room cleaning
201,Strawberry,well,Accessibility for people with disabilities
201,Strawberry,well,Reducing the climate impact of the hotel in general
204,Strawberry,well,Reducing the amount of laundry and/or room cleaning
204,Strawberry,well,Reducing water use in operations
204,Strawberry,well,Reducing the climate impact of the hotel in general
205,Strawberry,well,Wide range of organic food & drink
205,Strawberry,well,Locally produced food & drink
205,Strawberry,well,Reducing food waste
205,Strawberry,well,Reducing energy use in hotels
205,Strawberry,well,Reducing the amount of laundry and/or room cleaning
205,Strawberry,well,Working conditions and employee health
205,Strawberry,well,Working conditions in the supply chain
205,Strawberry,well,Reducing the climate impact of the hotel in general
206,Strawberry,well,None of the above
212,Strawberry,well,Locally produced food & drink
212,Strawberry,well,Reducing energy use in hotels
212,Strawberry,well,Reducing the amount of laundry and/or room cleaning
212,Strawberry,well,Reducing water use in operations
212,Strawberry,well,Accessibility for people with disabilities
212,Strawberry,well,Engaging with the local community about sustainability matters
212,Strawberry,well,Practices gender equality towards guests and employees
212,Strawberry,well,Reducing the climate impact of the hotel in general
212,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
212,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
212,Strawberry,well,Charging stations for electric cars
220,Strawberry,well,Locally produced food & drink
220,Strawberry,well,Biodiversity impacts with respect to land use and the supply chain
220,Strawberry,well,Reducing the amount of laundry and/or room cleaning
220,Strawberry,well,Reducing water use in operations
220,Strawberry,well,Working conditions and employee health
220,Strawberry,well,Reducing the climate impact of the hotel in general
221,Strawberry,well,Reducing the climate impact of the hotel in general
223,Strawberry,well,Locally produced food & drink
223,Strawberry,well,Reducing water use in operations
223,Strawberry,well,Engaging with the local community about sustainability matters
229,Strawberry,well,Locally produced food & drink
229,Strawberry,well,Reducing energy use in hotels
229,Strawberry,well,Reducing water use in operations
229,Strawberry,well,Charging stations for electric cars
232,Strawberry,well,None of the above
235,Strawberry,well,None of the above
244,Strawberry,well,Reducing energy use in hotels
244,Strawberry,well,Reducing the amount of laundry and/or room cleaning
244,Strawberry,well,Practices gender equality towards guests and employees
254,Strawberry,well,Wide range of organic food & drink
259,Strawberry,well,Wide range of vegetarian food
259,Strawberry,well,Reducing food waste
259,Strawberry,well,Reducing the amount of laundry and/or room cleaning
259,Strawberry,well,Reducing the climate impact of the hotel in general
259,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
259,Strawberry,well,Charging stations for electric cars
263,Strawberry,well,Wide range of organic food & drink
263,Strawberry,well,Locally produced food & drink
263,Strawberry,well,Wide range of vegetarian food
263,Strawberry,well,Animal welfare within food & beverage
263,Strawberry,well,Reducing food waste
263,Strawberry,well,Reducing water use in operations
263,Strawberry,well,Working conditions and employee health
263,Strawberry,well,Accessibility for people with disabilities
263,Strawberry,well,Engaging with the local community about sustainability matters
263,Strawberry,well,Diversity and inclusion towards guests and employees
263,Strawberry,well,Reducing the climate impact of the hotel in general
263,Strawberry,well,Making climate-smart travel easy through offerings and information
263,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
263,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
267,Strawberry,well,Reducing the amount of laundry and/or room cleaning
291,Strawberry,well,None of the above
301,Strawberry,well,Wide range of organic food & drink
301,Strawberry,well,Locally produced food & drink
301,Strawberry,well,Wide range of vegetarian food
301,Strawberry,well,Animal welfare within food & beverage
301,Strawberry,well,Biodiversity impacts with respect to land use and the supply chain
301,Strawberry,well,Reducing food waste
301,Strawberry,well,Reducing energy use in hotels
301,Strawberry,well,Reducing the amount of laundry and/or room cleaning
301,Strawberry,well,Reducing water use in operations
301,Strawberry,well,Working conditions and employee health
301,Strawberry,well,Working conditions in the supply chain
301,Strawberry,well,Accessibility for people with disabilities
301,Strawberry,well,Engaging with the local community about sustainability matters
301,Strawberry,well,Diversity and inclusion towards guests and employees
301,Strawberry,well,Practices gender equality towards guests and employees
301,Strawberry,well,Reducing the climate impact of the hotel in general
301,Strawberry,well,Making climate-smart travel easy through offerings and information
301,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
301,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
301,Strawberry,well,Charging stations for electric cars
321,Strawberry,well,Reducing food waste
321,Strawberry,well,Reducing energy use in hotels
321,Strawberry,well,Reducing the amount of laundry and/or room cleaning
321,Strawberry,well,Reducing water use in operations
321,Strawberry,well,Accessibility for people with disabilities
321,Strawberry,well,Reducing the climate impact of the hotel in general
321,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
321,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
324,Strawberry,well,Reducing the amount of laundry and/or room cleaning
324,Strawberry,well,Reducing water use in operations
324,Strawberry,well,Reducing the climate impact of the hotel in general
325,Strawberry,well,Reducing the amount of laundry and/or room cleaning
326,Strawberry,well,Wide range of organic food & drink
326,Strawberry,well,Reducing the amount of laundry and/or room cleaning
326,Strawberry,well,Reducing water use in operations
326,Strawberry,well,Engaging with the local community about sustainability matters
326,Strawberry,well,Diversity and inclusion towards guests and employees
326,Strawberry,well,Practices gender equality towards guests and employees
326,Strawberry,well,Reducing the climate impact of the hotel in general
326,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
328,Strawberry,well,None of the above
335,Strawberry,well,Reducing the amount of laundry and/or room cleaning
335,Strawberry,well,Diversity and inclusion towards guests and employees
344,Strawberry,well,Reducing food waste
344,Strawberry,well,Reducing energy use in hotels
344,Strawberry,well,Reducing the amount of laundry and/or room cleaning
344,Strawberry,well,Working conditions in the supply chain
344,Strawberry,well,Diversity and inclusion towards guests and employees
344,Strawberry,well,Practices gender equality towards guests and employees
344,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
344,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
349,Strawberry,well,Reducing energy use in hotels
349,Strawberry,well,Reducing the amount of laundry and/or room cleaning
349,Strawberry,well,Accessibility for people with disabilities
351,Strawberry,well,Making climate-smart travel easy through offerings and information
358,Strawberry,well,None of the above
361,Strawberry,well,Locally produced food & drink
361,Strawberry,well,Reducing food waste
361,Strawberry,well,Reducing energy use in hotels
361,Strawberry,well,Reducing the amount of laundry and/or room cleaning
361,Strawberry,well,Reducing water use in operations
361,Strawberry,well,Reducing the climate impact of the hotel in general
361,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
361,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
366,Strawberry,well,Diversity and inclusion towards guests and employees
374,Strawberry,well,Reducing the amount of laundry and/or room cleaning
374,Strawberry,well,Diversity and inclusion towards guests and employees
385,Strawberry,well,Reducing energy use in hotels
385,Strawberry,well,Reducing the amount of laundry and/or room cleaning
385,Strawberry,well,Reducing the climate impact of the hotel in general
385,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
386,Strawberry,well,Working conditions and employee health
386,Strawberry,well,Accessibility for people with disabilities
386,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
389,Strawberry,well,Reducing the amount of laundry and/or room cleaning
394,Strawberry,well,Wide range of vegetarian food
394,Strawberry,well,Reducing the amount of laundry and/or room cleaning
394,Strawberry,well,Reducing water use in operations
419,Strawberry,well,Reducing food waste
419,Strawberry,well,Reducing the amount of laundry and/or room cleaning
419,Strawberry,well,Reducing water use in operations
419,Strawberry,well,Working conditions and employee health
419,Strawberry,well,Engaging with the local community about sustainability matters
419,Strawberry,well,Reducing the climate impact of the hotel in general
419,Strawberry,well,Charging stations for electric cars
423,Strawberry,well,Reducing food waste
423,Strawberry,well,Reducing the amount of laundry and/or room cleaning
423,Strawberry,well,Diversity and inclusion towards guests and employees
423,Strawberry,well,Practices gender equality towards guests and employees
423,Strawberry,well,Reducing the climate impact of the hotel in general
423,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
426,Strawberry,well,Accessibility for people with disabilities
439,Strawberry,well,Working conditions in the supply chain
439,Strawberry,well,Practices gender equality towards guests and employees
439,Strawberry,well,Reducing the climate impact of the hotel in general
443,Strawberry,well,Reducing energy use in hotels
443,Strawberry,well,Reducing the amount of laundry and/or room cleaning
443,Strawberry,well,Working conditions and employee health
443,Strawberry,well,Diversity and inclusion towards guests and employees
443,Strawberry,well,Practices gender equality towards guests and employees
450,Strawberry,well,Locally produced food & drink
452,Strawberry,well,Reducing food waste
452,Strawberry,well,Reducing the amount of laundry and/or room cleaning
452,Strawberry,well,Practices gender equality towards guests and employees
452,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
456,Strawberry,well,Wide range of organic food & drink
456,Strawberry,well,Locally produced food & drink
456,Strawberry,well,Wide range of vegetarian food
456,Strawberry,well,Biodiversity impacts with respect to land use and the supply chain
456,Strawberry,well,Reducing food waste
456,Strawberry,well,Reducing energy use in hotels
456,Strawberry,well,Reducing the amount of laundry and/or room cleaning
456,Strawberry,well,Reducing water use in operations
456,Strawberry,well,Practices gender equality towards guests and employees
456,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
456,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
458,Strawberry,well,Reducing energy use in hotels
458,Strawberry,well,Reducing the amount of laundry and/or room cleaning
458,Strawberry,well,Reducing water use in operations
460,Strawberry,well,Wide range of organic food & drink
460,Strawberry,well,Reducing food waste
460,Strawberry,well,Reducing energy use in hotels
460,Strawberry,well,Accessibility for people with disabilities
460,Strawberry,well,Diversity and inclusion towards guests and employees
460,Strawberry,well,Practices gender equality towards guests and employees
460,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
460,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
463,Strawberry,well,Reducing energy use in hotels
488,Strawberry,well,Reducing the amount of laundry and/or room cleaning
488,Strawberry,well,Reducing the climate impact of the hotel in general
488,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
490,Strawberry,well,Reducing energy use in hotels
490,Strawberry,well,Reducing the amount of laundry and/or room cleaning
490,Strawberry,well,Reducing the climate impact of the hotel in general
490,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
492,Strawberry,well,Locally produced food & drink
492,Strawberry,well,Engaging with the local community about sustainability matters
492,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
504,Strawberry,well,Reducing energy use in hotels
504,Strawberry,well,Reducing the amount of laundry and/or room cleaning
504,Strawberry,well,Accessibility for people with disabilities
504,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
507,Strawberry,well,Diversity and inclusion towards guests and employees
507,Strawberry,well,Reducing the climate impact of the hotel in general
507,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
507,Strawberry,well,Charging stations for electric cars
513,Strawberry,well,Reducing food waste
513,Strawberry,well,Reducing the amount of laundry and/or room cleaning
513,Strawberry,well,Working conditions and employee health
513,Strawberry,well,Reducing the climate impact of the hotel in general
518,Strawberry,well,Reducing food waste
518,Strawberry,well,Reducing the amount of laundry and/or room cleaning
518,Strawberry,well,Diversity and inclusion towards guests and employees
518,Strawberry,well,Reducing the climate impact of the hotel in general
518,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
526,Strawberry,well,Reducing the amount of laundry and/or room cleaning
526,Strawberry,well,Reducing the climate impact of the hotel in general
532,Strawberry,well,Reducing the amount of laundry and/or room cleaning
532,Strawberry,well,Reducing the climate impact of the hotel in general
532,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
532,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
541,Strawberry,well,Wide range of organic food & drink
541,Strawberry,well,Locally produced food & drink
541,Strawberry,well,Reducing food waste
541,Strawberry,well,Working conditions in the supply chain
541,Strawberry,well,Accessibility for people with disabilities
541,Strawberry,well,Reducing the climate impact of the hotel in general
548,Strawberry,well,None of the above
553,Strawberry,well,Reducing the amount of laundry and/or room cleaning
553,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
555,Strawberry,well,Reducing the climate impact of the hotel in general
555,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
559,Strawberry,well,Locally produced food & drink
559,Strawberry,well,Reducing the amount of laundry and/or room cleaning
559,Strawberry,well,Reducing water use in operations
559,Strawberry,well,Reducing the climate impact of the hotel in general
559,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
574,Strawberry,well,Wide range of organic food & drink
574,Strawberry,well,Locally produced food & drink
574,Strawberry,well,Making climate-smart travel easy through offerings and information
578,Strawberry,well,Reducing the amount of laundry and/or room cleaning
578,Strawberry,well,Engaging with the local community about sustainability matters
578,Strawberry,well,Reducing the climate impact of the hotel in general
579,Strawberry,well,Wide range of organic food & drink
579,Strawberry,well,Biodiversity impacts with respect to land use and the supply chain
579,Strawberry,well,Reducing the amount of laundry and/or room cleaning
579,Strawberry,well,Engaging with the local community about sustainability matters
579,Strawberry,well,Reducing the climate impact of the hotel in general
579,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
590,Strawberry,well,Reducing energy use in hotels
590,Strawberry,well,Reducing the amount of laundry and/or room cleaning
590,Strawberry,well,Reducing water use in operations
590,Strawberry,well,Working conditions and employee health
590,Strawberry,well,Working conditions in the supply chain
590,Strawberry,well,Accessibility for people with disabilities
590,Strawberry,well,Diversity and inclusion towards guests and employees
590,Strawberry,well,Practices gender equality towards guests and employees
590,Strawberry,well,Reducing the climate impact of the hotel in general
590,Strawberry,well,Making climate-smart travel easy through offerings and information
590,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
596,Strawberry,well,Reducing the amount of laundry and/or room cleaning
596,Strawberry,well,Reducing the climate impact of the hotel in general
607,Strawberry,well,Locally produced food & drink
607,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
610,Strawberry,well,None of the above
612,Strawberry,well,Wide range of organic food & drink
612,Strawberry,well,Locally produced food & drink
612,Strawberry,well,Biodiversity impacts with respect to land use and the supply chain
612,Strawberry,well,Reducing food waste
612,Strawberry,well,Reducing energy use in hotels
612,Strawberry,well,Reducing the amount of laundry and/or room cleaning
612,Strawberry,well,Reducing water use in operations
612,Strawberry,well,Reducing the climate impact of the hotel in general
612,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
612,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
623,Strawberry,well,Locally produced food & drink
623,Strawberry,well,Reducing food waste
623,Strawberry,well,Reducing the amount of laundry and/or room cleaning
623,Strawberry,well,Accessibility for people with disabilities
623,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
625,Strawberry,well,Locally produced food & drink
625,Strawberry,well,Reducing food waste
625,Strawberry,well,Reducing the amount of laundry and/or room cleaning
625,Strawberry,well,Working conditions and employee health
625,Strawberry,well,Working conditions in the supply chain
625,Strawberry,well,Accessibility for people with disabilities
625,Strawberry,well,Engaging with the local community about sustainability matters
625,Strawberry,well,Diversity and inclusion towards guests and employees
625,Strawberry,well,Practices gender equality towards guests and employees
625,Strawberry,well,Reducing the climate impact of the hotel in general
625,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
629,Strawberry,well,Reducing the amount of laundry and/or room cleaning
631,Strawberry,well,None of the above
634,Strawberry,well,Reducing the amount of laundry and/or room cleaning
634,Strawberry,well,Eco-labelled hotels (e.g. Nordic Ecolabelling)
641,Strawberry,well,Wide range of organic food & drink
641,Strawberry,well,Locally produced food & drink
641,Strawberry,well,Reducing the amount of laundry and/or room cleaning
641,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
642,Strawberry,well,Reducing the amount of laundry and/or room cleaning
642,Strawberry,well,Working conditions and employee health
642,Strawberry,well,Avoid single-use plastic and minimizing use of plastic packaging
647,Strawberry,well,None of the above
650,Strawberry,well,Working conditions and employee health
650,Strawberry,well,Diversity and inclusion towards guests and employees
650,Strawberry,well,Practices gender equality towards guests and employees
650,Strawberry,well,Reducing the climate impact of the hotel in general
193,Best Western,poorly,Accessibility for people with disabilities
236,Best Western,poorly,Working conditions and employee health
236,Best Western,poorly,Reducing the climate impact of the hotel in general
236,Best Western,poorly,Avoid single-use plastic and minimizing use of plastic packaging
206,Clarion Hotel,poorly,Working conditions and employee health
631,Clarion Hotel,poorly,None of the above
206,Elite Hotels,poorly,Working conditions in the supply chain
579,Elite Hotels,poorly,None of the above
631,Elite Hotels,poorly,None of the above
207,Radisson Blu,poorly,None of the above
289,Radisson Blu,poorly,None of the above
206,Scandic Hotels,poorly,None of the above
398,Scandic Hotels,poorly,Animal welfare within food & beverage
398,Scandic Hotels,poorly,Working conditions and employee health
398,Scandic Hotels,poorly,Working conditions in the supply chain
398,Scandic Hotels,poorly,Practices gender equality towards guests and employees
