respondent_id,topic
121,Labour conditions for suppliers / in the value chain abroad
121,Public health & well-being - people's physical and mental health / ill-health
122,Climate change
122,Wars and conflicts in the world
122,Labour conditions for suppliers / in the value chain abroad
122,Ethical issues (e.g. corruption)
122,Diversity
122,anti-racism & inclusive societies
122,Gender equality & feminism
122,Human rights
122,poverty and hunger in the world
122,The country's economy
122,Democracy
122,Safe societies
123,Biodiversity - animals
123,plants & ecosystems
123,Energy issues / energy efficiency
123,Sustainable agriculture & food production
124,Biodiversity - animals
124,plants & ecosystems
124,Wars and conflicts in the world
124,Ethical issues (e.g. corruption)
124,Diversity
124,anti-racism & inclusive societies
124,The country's economy
124,Democracy
125,Wars and conflicts in the world
125,Polarisation of opinions in society
125,Public health & well-being - people's physical and mental health / ill-health
125,The country's economy
125,Safe societies
126,Climate change
126,Biodiversity - animals
126,plants & ecosystems
126,Air & water pollution
126,Labour conditions and opportunities in Sweden
126,Circular economy - recycling & reuse of materials
126,Energy issues / energy efficiency
126,Sustainable agriculture & food production
126,Wars and conflicts in the world
126,Animal health & welfare
126,Labour conditions for suppliers / in the value chain abroad
126,Ethical issues (e.g. corruption)
126,Public health & well-being - people's physical and mental health / ill-health
126,The country's economy
126,Safe societies
127,Climate change
127,Air & water pollution
127,Safe societies
128,Climate change
128,Biodiversity - animals
128,plants & ecosystems
128,Air & water pollution
128,Labour conditions and opportunities in Sweden
128,Circular economy - recycling & reuse of materials
128,Sustainable transport
128,Energy issues / energy efficiency
128,Sustainable finance
128,Sustainable agriculture & food production
128,Wars and conflicts in the world
128,Animal health & welfare
128,Ethical issues (e.g. corruption)
128,Diversity
128,anti-racism & inclusive societies
128,Polarisation of opinions in society
128,The country's economy
128,Safe societies
129,Climate change
129,Circular economy - recycling & reuse of materials
129,Sustainable finance
129,Wars and conflicts in the world
129,Polarisation of opinions in society
129,Safe societies
130,Climate change
130,Biodiversity - animals
130,plants & ecosystems
130,Circular economy - recycling & reuse of materials
130,Sustainable transport
130,Sustainable finance
130,Sustainable agriculture & food production
130,Wars and conflicts in the world
130,Diversity
130,anti-racism & inclusive societies
130,Gender equality & feminism
130,Human rights
130,poverty and hunger in the world
130,The country's economy
130,Democracy
130,Safe societies
131,Climate change
131,Biodiversity - animals
131,plants & ecosystems
131,Air & water pollution
131,Labour conditions and opportunities in Sweden
131,Circular economy - recycling & reuse of materials
131,Sustainable transport
131,Energy issues / energy efficiency
131,Sustainable finance
131,Sustainable agriculture & food production
131,Wars and conflicts in the world
131,Labour conditions for suppliers / in the value chain abroad
131,Ethical issues (e.g. corruption)
131,Charitable giving
131,Diversity
131,anti-racism & inclusive societies
131,Gender equality & feminism
131,Human rights
131,poverty and hunger in the world
131,Polarisation of opinions in society
131,Public health & well-being - people's physical and mental health / ill-health
131,The country's economy
131,Democracy
131,Safe societies
132,Climate change
132,Air & water pollution
132,Labour conditions and opportunities in Sweden
132,Sustainable transport
132,Energy issues / energy efficiency
132,Sustainable finance
132,Sustainable agriculture & food production
132,Wars and conflicts in the world
132,Labour conditions for suppliers / in the value chain abroad
132,Ethical issues (e.g. corruption)
132,Charitable giving
132,Human rights
132,poverty and hunger in the world
132,Polarisation of opinions in society
132,The country's economy
132,Democracy
132,Safe societies
133,Labour conditions and opportunities in Sweden
133,Sustainable transport
133,Sustainable finance
133,Wars and conflicts in the world
133,Labour conditions for suppliers / in the value chain abroad
133,Ethical issues (e.g. corruption)
133,Diversity
133,anti-racism & inclusive societies
133,Gender equality & feminism
133,Human rights
133,poverty and hunger in the world
133,Public health & well-being - people's physical and mental health / ill-health
133,The country's economy
133,Democracy
133,Safe societies
134,Labour conditions and opportunities in Sweden
134,Diversity
134,anti-racism & inclusive societies
135,Air & water pollution
135,Wars and conflicts in the world
135,Public health & well-being - people's physical and mental health / ill-health
135,The country's economy
136,Climate change
136,Air & water pollution
136,Labour conditions and opportunities in Sweden
136,Wars and conflicts in the world
136,Animal health & welfare
136,Gender equality & feminism
136,Public health & well-being - people's physical and mental health / ill-health
136,The country's economy
137,Energy issues / energy efficiency
137,Sustainable finance
137,Wars and conflicts in the world
137,The country's economy
138,Air & water pollution
138,Labour conditions and opportunities in Sweden
138,Circular economy - recycling & reuse of materials
138,Sustainable transport
138,Energy issues / energy efficiency
138,Sustainable agriculture & food production
138,Wars and conflicts in the world
138,Animal health & welfare
138,Ethical issues (e.g. corruption)
138,Diversity
138,anti-racism & inclusive societies
138,Polarisation of opinions in society
138,Public health & well-being - people's physical and mental health / ill-health
138,The country's economy
138,Democracy
138,Safe societies
139,None of the above
140,Sustainable transport
140,Energy issues / energy efficiency
140,The country's economy
141,Air & water pollution
141,Energy issues / energy efficiency
141,Wars and conflicts in the world
141,Animal health & welfare
141,Democracy
141,Safe societies
142,Climate change
142,Ethical issues (e.g. corruption)
142,Safe societies
143,Circular economy - recycling & reuse of materials
143,Sustainable transport
143,Sustainable finance
143,Sustainable agriculture & food production
143,Labour conditions for suppliers / in the value chain abroad
143,Ethical issues (e.g. corruption)
143,Human rights
143,poverty and hunger in the world
143,Safe societies
144,Climate change
144,Biodiversity - animals
144,plants & ecosystems
144,Labour conditions and opportunities in Sweden
144,Circular economy - recycling & reuse of materials
144,Energy issues / energy efficiency
144,Sustainable finance
144,Sustainable agriculture & food production
144,Wars and conflicts in the world
144,Animal health & welfare
144,Gender equality & feminism
144,Polarisation of opinions in society
144,Public health & well-being - people's physical and mental health / ill-health
144,The country's economy
144,Democracy
144,Safe societies
145,Energy issues / energy efficiency
145,Diversity
145,anti-racism & inclusive societies
145,Safe societies
146,Climate change
146,Circular economy - recycling & reuse of materials
146,Sustainable transport
146,Animal health & welfare
146,Ethical issues (e.g. corruption)
146,Public health & well-being - people's physical and mental health / ill-health
146,Democracy
147,Climate change
147,Biodiversity - animals
147,plants & ecosystems
147,Air & water pollution
147,Labour conditions and opportunities in Sweden
147,Circular economy - recycling & reuse of materials
147,Sustainable transport
147,Energy issues / energy efficiency
147,Sustainable finance
147,Sustainable agriculture & food production
147,Wars and conflicts in the world
147,Animal health & welfare
147,Labour conditions for suppliers / in the value chain abroad
147,Ethical issues (e.g. corruption)
147,Charitable giving
147,Diversity
147,anti-racism & inclusive societies
147,Gender equality & feminism
147,Human rights
147,poverty and hunger in the world
147,Polarisation of opinions in society
147,Public health & well-being - people's physical and mental health / ill-health
147,The country's economy
147,Democracy
147,Safe societies
147,Other:
148,Circular economy - recycling & reuse of materials
148,Sustainable transport
148,Wars and conflicts in the world
148,Labour conditions for suppliers / in the value chain abroad
148,Ethical issues (e.g. corruption)
148,Human rights
148,poverty and hunger in the world
148,Democracy
149,Climate change
149,Energy issues / energy efficiency
149,Sustainable finance
149,Wars and conflicts in the world
149,The country's economy
150,Labour conditions and opportunities in Sweden
150,Sustainable transport
150,Wars and conflicts in the world
