respondent_id,brand,perception_type,perception
116,First Hotels,general,4. Fairly positive perception
119,First Hotels,general,4. Fairly positive perception
120,First Hotels,general,3. Neither positive nor negative perception
121,First Hotels,general,I Don´t know the company
123,First Hotels,general,I Don´t know the company
127,First Hotels,general,3. Neither positive nor negative perception
128,First Hotels,general,3. Neither positive nor negative perception
130,First Hotels,general,5. Very positive perception
132,First Hotels,general,3. Neither positive nor negative perception
133,First Hotels,general,4. Fairly positive perception
135,First Hotels,general,I Don´t know the company
137,First Hotels,general,3. Neither positive nor negative perception
142,First Hotels,general,4. Fairly positive perception
143,First Hotels,general,3. Neither positive nor negative perception
144,First Hotels,general,4. Fairly positive perception
146,First Hotels,general,3. Neither positive nor negative perception
147,First Hotels,general,4. Fairly positive perception
148,First Hotels,general,4. Fairly positive perception
150,First Hotels,general,3. Neither positive nor negative perception
152,First Hotels,general,3. Neither positive nor negative perception
159,First Hotels,general,3. Neither positive nor negative perception
160,First Hotels,general,3. Neither positive nor negative perception
161,First Hotels,general,3. Neither positive nor negative perception
162,First Hotels,general,5. Very positive perception
164,First Hotels,general,3. Neither positive nor negative perception
165,First Hotels,general,4. Fairly positive perception
167,First Hotels,general,4. Fairly positive perception
170,First Hotels,general,3. Neither positive nor negative perception
172,First Hotels,general,4. Fairly positive perception
173,First Hotels,general,4. Fairly positive perception
174,First Hotels,general,3. Neither positive nor negative perception
179,First Hotels,general,5. Very positive perception
181,First Hotels,general,3. Neither positive nor negative perception
182,First Hotels,general,3. Neither positive nor negative perception
184,First Hotels,general,I Don´t know the company
185,First Hotels,general,3. Neither positive nor negative perception
186,First Hotels,general,5. Very positive perception
187,First Hotels,general,5. Very positive perception
188,First Hotels,general,3. Neither positive nor negative perception
189,First Hotels,general,3. Neither positive nor negative perception
193,First Hotels,general,5. Very positive perception
194,First Hotels,general,3. Neither positive nor negative perception
195,First Hotels,general,4. Fairly positive perception
196,First Hotels,general,4. Fairly positive perception
197,First Hotels,general,I Don´t know the company
199,First Hotels,general,3. Neither positive nor negative perception
200,First Hotels,general,3. Neither positive nor negative perception
203,First Hotels,general,2. Somewhat negative perception
207,First Hotels,general,I Don´t know the company
208,First Hotels,general,3. Neither positive nor negative perception
209,First Hotels,general,3. Neither positive nor negative perception
210,First Hotels,general,3. Neither positive nor negative perception
211,First Hotels,general,4. Fairly positive perception
214,First Hotels,general,4. Fairly positive perception
215,First Hotels,general,3. Neither positive nor negative perception
217,First Hotels,general,I Don´t know the company
226,First Hotels,general,4. Fairly positive perception
227,First Hotels,general,5. Very positive perception
230,First Hotels,general,I Don´t know the company
231,First Hotels,general,4. Fairly positive perception
233,First Hotels,general,4. Fairly positive perception
236,First Hotels,general,5. Very positive perception
237,First Hotels,general,3. Neither positive nor negative perception
238,First Hotels,general,4. Fairly positive perception
240,First Hotels,general,4. Fairly positive perception
241,First Hotels,general,4. Fairly positive perception
243,First Hotels,general,5. Very positive perception
245,First Hotels,general,3. Neither positive nor negative perception
246,First Hotels,general,4. Fairly positive perception
247,First Hotels,general,3. Neither positive nor negative perception
250,First Hotels,general,I Don´t know the company
251,First Hotels,general,4. Fairly positive perception
252,First Hotels,general,4. Fairly positive perception
253,First Hotels,general,5. Very positive perception
255,First Hotels,general,3. Neither positive nor negative perception
256,First Hotels,general,4. Fairly positive perception
258,First Hotels,general,I Don´t know the company
264,First Hotels,general,4. Fairly positive perception
266,First Hotels,general,3. Neither positive nor negative perception
268,First Hotels,general,3. Neither positive nor negative perception
270,First Hotels,general,3. Neither positive nor negative perception
271,First Hotels,general,4. Fairly positive perception
274,First Hotels,general,3. Neither positive nor negative perception
279,First Hotels,general,5. Very positive perception
280,First Hotels,general,4. Fairly positive perception
281,First Hotels,general,4. Fairly positive perception
282,First Hotels,general,I Don´t know the company
283,First Hotels,general,4. Fairly positive perception
284,First Hotels,general,4. Fairly positive perception
286,First Hotels,general,4. Fairly positive perception
287,First Hotels,general,3. Neither positive nor negative perception
289,First Hotels,general,3. Neither positive nor negative perception
290,First Hotels,general,I Don´t know the company
292,First Hotels,general,4. Fairly positive perception
295,First Hotels,general,3. Neither positive nor negative perception
297,First Hotels,general,4. Fairly positive perception
300,First Hotels,general,4. Fairly positive perception
302,First Hotels,general,2. Somewhat negative perception
304,First Hotels,general,2. Somewhat negative perception
306,First Hotels,general,5. Very positive perception
